dataset_seq,per_class_seq,slice_file_name,fsID,start,end,salience,fold,classID,class
5553,124,156897-6-0-0.wav,156897,1.24645,4.686652,1,4,6,gun_shot
5554,125,157799-6-0-0.wav,157799,0,2.272653,1,4,6,gun_shot
5555,126,158977-6-0-0.wav,158977,0,1.886562,1,4,6,gun_shot
5556,127,162435-6-0-0.wav,162435,0,0.716105,1,4,6,gun_shot
5557,128,162435-6-1-0.wav,162435,0.77919,1.495295,1,4,6,gun_shot
5558,129,162435-6-2-0.wav,162435,1.699896,2.27278,1,4,6,gun_shot
5559,130,162435-6-3-0.wav,162435,2.27278,3.004229,1,4,6,gun_shot
5560,131,23161-6-0-0.wav,23161,58.366645,58.635605,2,4,6,gun_shot
5561,132,23161-6-1-0.wav,23161,59.265667,59.581943,2,4,6,gun_shot
5562,133,24632-6-0-0.wav,24632,26.769969,27.264824,2,4,6,gun_shot
5563,134,24632-6-1-0.wav,24632,29.012176,29.292025,2,4,6,gun_shot
5564,135,24652-6-0-0.wav,24652,43.452133,43.932788,2,4,6,gun_shot
5565,136,35799-6-0-0.wav,35799,0.285213,1.297721,1,4,6,gun_shot
5566,137,50618-6-0-0.wav,50618,7.305945,8.639775,1,4,6,gun_shot
5567,138,7064-6-0-0.wav,7064,0.948524,2.358256,1,4,6,gun_shot
5568,139,7064-6-1-0.wav,7064,2.358256,3.585246,1,4,6,gun_shot
5569,140,7064-6-2-0.wav,7064,3.585246,4.760023,1,4,6,gun_shot
5570,141,7064-6-3-0.wav,7064,4.760023,5.952204,1,4,6,gun_shot
5571,142,7064-6-4-0.wav,7064,5.952204,7.283618,1,4,6,gun_shot
5572,143,7064-6-5-0.wav,7064,8.17993,10.12919,1,4,6,gun_shot
5573,144,145609-6-0-0.wav,145609,1.969512,3.235187,2,5,6,gun_shot
5574,145,145609-6-1-0.wav,145609,4.148941,5.235569,2,5,6,gun_shot
5575,146,145611-6-0-0.wav,145611,5.074933,6.231719,2,5,6,gun_shot
5576,147,145611-6-1-0.wav,145611,9.814025,10.989469,2,5,6,gun_shot
5577,148,145611-6-2-0.wav,145611,14.459828,15.560641,2,5,6,gun_shot
5578,149,145611-6-3-0.wav,145611,17.855555,18.975026,2,5,6,gun_shot
5579,150,145611-6-4-0.wav,145611,21.307256,22.370753,2,5,6,gun_shot
5580,151,148841-6-0-0.wav,148841,0.722118,2.245611,1,5,6,gun_shot
5581,152,148841-6-1-0.wav,148841,6.120392,7.450146,1,5,6,gun_shot
5582,153,148841-6-2-0.wav,148841,9.132153,10.787741,1,5,6,gun_shot
5583,154,159701-6-0-0.wav,159701,0.080091,1.978243,1,5,6,gun_shot
5584,155,159701-6-1-0.wav,159701,1.978243,4.020558,1,5,6,gun_shot
5585,156,159701-6-2-0.wav,159701,4.020558,5.582329,1,5,6,gun_shot
5586,157,159701-6-3-0.wav,159701,5.582329,7.336318,1,5,6,gun_shot
5587,158,159701-6-4-0.wav,159701,7.336318,9.650942,1,5,6,gun_shot
5588,159,159701-6-5-0.wav,159701,9.650942,12.093712,1,5,6,gun_shot
5589,160,159701-6-6-0.wav,159701,12.093712,14.112,1,5,6,gun_shot
5590,161,159703-6-0-0.wav,159703,0,1.872,1,5,6,gun_shot
5591,162,162432-6-0-0.wav,162432,0.786751,1.846456,1,5,6,gun_shot
5592,163,162432-6-1-0.wav,162432,3.130947,4.222765,1,5,6,gun_shot
5593,164,162432-6-10-0.wav,162432,23.907591,24.903071,1,5,6,gun_shot
5594,165,162432-6-11-0.wav,162432,24.903071,25.86644,1,5,6,gun_shot
5595,166,162432-6-12-0.wav,162432,25.86644,26.877976,1,5,6,gun_shot
5596,167,162432-6-13-0.wav,162432,26.877976,27.712896,1,5,6,gun_shot
5597,168,162432-6-14-0.wav,162432,27.712896,28.290917,1,5,6,gun_shot
5598,169,162432-6-2-0.wav,162432,5.250357,6.326119,1,5,6,gun_shot
5599,170,162432-6-3-0.wav,162432,9.93875,11.078736,1,5,6,gun_shot
5600,171,162432-6-4-0.wav,162432,13.310539,14.338132,1,5,6,gun_shot
5601,172,162432-6-5-0.wav,162432,16.345149,17.420911,1,5,6,gun_shot
5602,173,162432-6-6-0.wav,162432,18.014988,19.219198,1,5,6,gun_shot
5603,174,162432-6-7-0.wav,162432,19.363703,20.519745,1,5,6,gun_shot
5604,175,162432-6-8-0.wav,162432,21.338609,22.41437,1,5,6,gun_shot
5605,176,162432-6-9-0.wav,162432,22.41437,23.779142,1,5,6,gun_shot
5606,177,164667-6-0-0.wav,164667,0.056354,0.80246,1,5,6,gun_shot
5607,178,191449-6-0-0.wav,191449,3.094025,4.7257,1,5,6,gun_shot
5608,179,7066-6-0-0.wav,7066,0.972779,1.791962,1,5,6,gun_shot
5609,180,7066-6-1-0.wav,7066,1.791962,4.957761,1,5,6,gun_shot
5610,181,77247-6-0-0.wav,77247,2.802008,3.454014,1,5,6,gun_shot
5611,182,84254-6-0-0.wav,84254,0.314041,1.369388,1,5,6,gun_shot
5612,183,93139-6-0-0.wav,93139,1.091134,2.538287,1,5,6,gun_shot
5613,184,111048-6-0-0.wav,111048,0,1.314579,1,6,6,gun_shot
5614,185,133797-6-0-0.wav,133797,3.254115,4.66165,1,6,6,gun_shot
5615,186,133797-6-1-0.wav,133797,6.895626,8.845512,1,6,6,gun_shot
5616,187,133797-6-2-0.wav,133797,9.116689,10.885791,1,6,6,gun_shot
5617,188,135544-6-0-0.wav,135544,1.551861,3.879652,1,6,6,gun_shot
5618,189,135544-6-1-0.wav,135544,3.879652,6.262867,1,6,6,gun_shot
5619,190,135544-6-10-0.wav,135544,34.584329,35.526531,1,6,6,gun_shot
5620,191,135544-6-11-0.wav,135544,35.526531,36.025343,1,6,6,gun_shot
5621,192,135544-6-12-0.wav,135544,36.025343,37.078392,1,6,6,gun_shot
5622,193,135544-6-13-0.wav,135544,37.078392,38.242287,1,6,6,gun_shot
5623,194,135544-6-14-0.wav,135544,38.242287,39.239912,1,6,6,gun_shot
5624,195,135544-6-15-0.wav,135544,39.572454,40.791773,1,6,6,gun_shot
5625,196,135544-6-16-0.wav,135544,41.013467,42.454481,1,6,6,gun_shot
5626,197,135544-6-17-0.wav,135544,42.731599,44.338884,1,6,6,gun_shot
5627,198,135544-6-18-0.wav,135544,44.338884,46.167863,1,6,6,gun_shot
5628,199,135544-6-19-0.wav,135544,46.389557,48.107689,1,6,6,gun_shot
5629,200,135544-6-2-0.wav,135544,6.262867,8.036423,1,6,6,gun_shot
5630,201,135544-6-3-0.wav,135544,23.776726,25.273164,1,6,6,gun_shot
5631,202,135544-6-4-0.wav,135544,25.716553,26.935872,1,6,6,gun_shot
5632,203,135544-6-5-0.wav,135544,27.379261,29.041969,1,6,6,gun_shot
5633,204,135544-6-6-0.wav,135544,29.041969,30.538406,1,6,6,gun_shot
5634,205,135544-6-7-0.wav,135544,31.148066,32.478232,1,6,6,gun_shot
5635,206,135544-6-8-0.wav,135544,32.478232,33.143316,1,6,6,gun_shot
5636,207,135544-6-9-0.wav,135544,33.143316,34.584329,1,6,6,gun_shot
5637,208,148833-6-0-0.wav,148833,1.145889,2.623483,1,6,6,gun_shot
5638,209,148833-6-1-0.wav,148833,3.993859,5.903673,1,6,6,gun_shot
5639,210,148834-6-0-0.wav,148834,0.119197,0.781005,1,6,6,gun_shot
5640,211,148835-6-0-0.wav,148835,1.440367,2.259399,1,6,6,gun_shot
5641,212,148835-6-1-0.wav,148835,2.259399,3.202698,1,6,6,gun_shot
5642,213,148835-6-2-0.wav,148835,4.275913,5.546825,1,6,6,gun_shot
5643,214,148835-6-3-0.wav,148835,5.546825,7.038028,1,6,6,gun_shot
5644,215,148835-6-4-0.wav,148835,9.252239,9.952653,1,6,6,gun_shot
5645,216,158979-6-0-0.wav,158979,0.155453,2.512917,1,6,6,gun_shot
5646,217,159702-6-0-0.wav,159702,0,0.597821,1,6,6,gun_shot
5647,218,159702-6-1-0.wav,159702,0.597821,1.174665,1,6,6,gun_shot
5648,219,159702-6-2-0.wav,159702,1.174665,1.76899,1,6,6,gun_shot
5649,220,159702-6-3-0.wav,159702,1.76899,2.405267,1,6,6,gun_shot
5650,221,159702-6-4-0.wav,159702,2.405267,3.003087,1,6,6,gun_shot
5651,222,159702-6-5-0.wav,159702,3.003087,3.621884,1,6,6,gun_shot
5652,223,159702-6-6-0.wav,159702,3.621884,5.705516,1,6,6,gun_shot
5653,224,159704-6-0-0.wav,159704,0.125348,2.096345,1,6,6,gun_shot
5654,225,162434-6-0-0.wav,162434,0.354842,1.173267,1,6,6,gun_shot
5655,226,162434-6-1-0.wav,162434,1.549094,2.283579,1,6,6,gun_shot
5656,227,162434-6-2-0.wav,162434,2.525863,3.361458,1,6,6,gun_shot
5657,228,36403-6-0-0.wav,36403,26.137402,26.89012,2,6,6,gun_shot
5658,229,64346-6-0-0.wav,64346,0.076806,1.581198,1,6,6,gun_shot
5659,230,135527-6-0-0.wav,135527,0,1.280285,2,7,6,gun_shot
5660,231,135527-6-1-0.wav,135527,1.280285,4.511481,2,7,6,gun_shot
5661,232,135527-6-10-0.wav,135527,32.860655,33.714179,2,7,6,gun_shot
5662,233,135527-6-11-0.wav,135527,36.274749,38.164694,2,7,6,gun_shot
5663,234,135527-6-12-0.wav,135527,38.469524,40.420435,2,7,6,gun_shot
5664,235,135527-6-13-0.wav,135527,43.468733,45.17578,2,7,6,gun_shot
5665,236,135527-6-14-0.wav,135527,48.406976,52.406976,2,7,6,gun_shot
5666,237,135527-6-14-1.wav,135527,48.906976,52.906976,2,7,6,gun_shot
5667,238,135527-6-14-10.wav,135527,53.406976,57.406976,2,7,6,gun_shot
5668,239,135527-6-14-2.wav,135527,49.406976,53.406976,2,7,6,gun_shot
5669,240,135527-6-14-3.wav,135527,49.906976,53.906976,2,7,6,gun_shot
5670,241,135527-6-14-4.wav,135527,50.406976,54.406976,2,7,6,gun_shot
5671,242,135527-6-14-5.wav,135527,50.906976,54.906976,2,7,6,gun_shot
5672,243,135527-6-14-6.wav,135527,51.406976,55.406976,2,7,6,gun_shot
5673,244,135527-6-14-7.wav,135527,51.906976,55.906976,2,7,6,gun_shot
5674,245,135527-6-14-8.wav,135527,52.406976,56.406976,2,7,6,gun_shot
5675,246,135527-6-14-9.wav,135527,52.906976,56.906976,2,7,6,gun_shot
5676,247,135527-6-2-0.wav,135527,4.511481,6.64529,2,7,6,gun_shot
5677,248,135527-6-3-0.wav,135527,9.205861,10.486146,2,7,6,gun_shot
5678,249,135527-6-4-0.wav,135527,10.486146,12.680921,2,7,6,gun_shot
5679,250,135527-6-5-0.wav,135527,12.680921,14.936661,2,7,6,gun_shot
5680,251,135527-6-6-0.wav,135527,16.095015,18.533653,2,7,6,gun_shot
5681,252,135527-6-7-0.wav,135527,18.777517,21.15519,2,7,6,gun_shot
5682,253,135527-6-8-0.wav,135527,21.642918,23.471897,2,7,6,gun_shot
5683,254,135527-6-9-0.wav,135527,23.471897,25.544739,2,7,6,gun_shot
5684,255,147317-6-0-0.wav,147317,0.916114,2.20664,1,7,6,gun_shot
5685,256,148827-6-0-0.wav,148827,0.30659,1.258978,1,7,6,gun_shot
5686,257,148827-6-1-0.wav,148827,1.836281,2.622326,1,7,6,gun_shot
5687,258,148827-6-2-0.wav,148827,2.899562,3.6693,1,7,6,gun_shot
5688,259,148827-6-3-0.wav,148827,3.884565,4.902184,1,7,6,gun_shot
5689,260,148827-6-4-0.wav,148827,5.17942,5.746939,1,7,6,gun_shot
5690,261,148828-6-0-0.wav,148828,0.800693,1.948198,1,7,6,gun_shot
5691,262,148828-6-1-0.wav,148828,2.597597,3.691568,1,7,6,gun_shot
5692,263,151065-6-0-0.wav,151065,0.162737,1.759161,1,7,6,gun_shot
5693,264,158978-6-0-0.wav,158978,0,1.737542,1,7,6,gun_shot
5694,265,159705-6-0-0.wav,159705,0.071101,1.387787,1,7,6,gun_shot
5695,266,159708-6-0-0.wav,159708,0,0.339735,1,7,6,gun_shot
5696,267,159708-6-1-0.wav,159708,0.339735,0.625168,1,7,6,gun_shot
5697,268,159708-6-2-0.wav,159708,0.625168,0.914779,1,7,6,gun_shot
5698,269,159708-6-3-0.wav,159708,0.914779,1.214135,1,7,6,gun_shot
5699,270,159708-6-4-0.wav,159708,1.214135,1.516277,1,7,6,gun_shot
5700,271,159708-6-5-0.wav,159708,1.516277,1.822596,1,7,6,gun_shot
5701,272,159708-6-6-0.wav,159708,1.822596,2.453333,1,7,6,gun_shot
5702,273,174284-6-0-0.wav,174284,0,2.549372,1,7,6,gun_shot
5703,274,174284-6-1-0.wav,174284,2.549372,5.175802,1,7,6,gun_shot
5704,275,174284-6-2-0.wav,174284,5.175802,8.181107,1,7,6,gun_shot
5705,276,24631-6-0-0.wav,24631,9.230523,9.486839,2,7,6,gun_shot
5706,277,7060-6-0-0.wav,7060,0.964552,2.4055,1,7,6,gun_shot
5707,278,7060-6-1-0.wav,7060,3.487681,5.040375,1,7,6,gun_shot
5708,279,7060-6-2-0.wav,7060,5.869655,7.4694,1,7,6,gun_shot
5709,280,7067-6-0-0.wav,7067,0.969265,3.698209,1,7,6,gun_shot
5710,281,131571-6-0-0.wav,131571,0.128306,2.031517,1,8,6,gun_shot
5711,282,145206-6-0-0.wav,145206,0.099885,1.340558,1,8,6,gun_shot
5712,283,145206-6-1-0.wav,145206,1.340558,2.812544,1,8,6,gun_shot
5713,284,145206-6-2-0.wav,145206,2.849344,3.800877,1,8,6,gun_shot
5714,285,145206-6-3-0.wav,145206,3.800877,5.020523,1,8,6,gun_shot
5715,286,145206-6-4-0.wav,145206,5.020523,5.987828,1,8,6,gun_shot
5716,287,145206-6-5-0.wav,145206,5.987828,6.739592,1,8,6,gun_shot
5717,288,145612-6-0-0.wav,145612,1.620559,2.595642,2,8,6,gun_shot
5718,289,145612-6-1-0.wav,145612,3.886596,4.683142,2,8,6,gun_shot
5719,290,145612-6-2-0.wav,145612,5.493422,6.406703,2,8,6,gun_shot
5720,291,145612-6-3-0.wav,145612,7.127715,8.253866,2,8,6,gun_shot
5721,292,151069-6-0-0.wav,151069,0.018056,1.871429,1,8,6,gun_shot
5722,293,159706-6-0-0.wav,159706,0.195647,1.825444,1,8,6,gun_shot
5723,294,162433-6-0-0.wav,162433,0.027122,0.672627,1,8,6,gun_shot
5724,295,162433-6-1-0.wav,162433,0.753993,1.253039,1,8,6,gun_shot
5725,296,162433-6-2-0.wav,162433,1.309995,1.743948,1,8,6,gun_shot
5726,297,162433-6-3-0.wav,162433,1.776495,2.240282,1,8,6,gun_shot
5727,298,162433-6-4-0.wav,162433,2.256555,2.793572,1,8,6,gun_shot
5728,299,162433-6-5-0.wav,162433,2.82883,3.338725,1,8,6,gun_shot
5729,300,162433-6-6-0.wav,162433,3.371272,3.905576,1,8,6,gun_shot
5730,301,162433-6-7-0.wav,162433,3.905576,4.347666,1,8,6,gun_shot
5731,302,162433-6-8-0.wav,162433,4.347666,4.778906,1,8,6,gun_shot
5732,303,174285-6-0-0.wav,174285,0,2.558383,1,8,6,gun_shot
5733,304,174285-6-1-0.wav,174285,2.558383,5.192354,1,8,6,gun_shot
5734,305,174285-6-2-0.wav,174285,5.192354,8.913638,1,8,6,gun_shot
5735,306,25039-6-0-0.wav,25039,0.265152,1.970138,1,8,6,gun_shot
5736,307,25039-6-1-0.wav,25039,1.970138,3.712121,1,8,6,gun_shot
5737,308,52284-6-0-0.wav,52284,0.035404,0.803219,1,8,6,gun_shot
5738,309,7065-6-0-0.wav,7065,0.976582,3.999932,1,8,6,gun_shot
5739,310,7068-6-0-0.wav,7068,0.971344,3.160567,1,8,6,gun_shot
5740,311,106955-6-0-0.wav,106955,0.495575,1.649031,1,9,6,gun_shot
5741,312,136399-6-0-0.wav,136399,0,3.353689,1,9,6,gun_shot
5742,313,136399-6-1-0.wav,136399,4.547806,8.231783,1,9,6,gun_shot
5743,314,136399-6-2-0.wav,136399,10.010255,13.262317,1,9,6,gun_shot
5744,315,136399-6-3-0.wav,136399,14.608874,17.556056,1,9,6,gun_shot
5745,316,136399-6-4-0.wav,136399,19.537781,21.4941,1,9,6,gun_shot
5746,317,136399-6-5-0.wav,136399,21.4941,23.856927,1,9,6,gun_shot
5747,318,136399-6-6-0.wav,136399,24.06018,25.991092,1,9,6,gun_shot
5748,319,136399-6-7-0.wav,136399,26.194346,28.81124,1,9,6,gun_shot
5749,320,136399-6-8-0.wav,136399,28.938274,30.488085,1,9,6,gun_shot
5750,321,136399-6-9-0.wav,136399,30.488085,32.520624,1,9,6,gun_shot
5751,322,145683-6-0-0.wav,145683,2.970842,4.205206,2,9,6,gun_shot
5752,323,145683-6-1-0.wav,145683,7.071442,8.452256,2,9,6,gun_shot
5753,324,145683-6-2-0.wav,145683,11.172041,12.092583,2,9,6,gun_shot
5754,325,145683-6-3-0.wav,145683,17.46939,18.452696,2,9,6,gun_shot
5755,326,145683-6-4-0.wav,145683,21.339853,22.32316,2,9,6,gun_shot
5756,327,145683-6-5-0.wav,145683,26.109938,26.612052,2,9,6,gun_shot
5757,328,148166-6-0-0.wav,148166,0.075742,1.102948,1,9,6,gun_shot
5758,329,157801-6-0-0.wav,157801,0,2.533878,1,9,6,gun_shot
5759,330,159707-6-0-0.wav,159707,0,2.132946,1,9,6,gun_shot
5760,331,174282-6-0-0.wav,174282,0,2.588937,1,9,6,gun_shot
5761,332,174282-6-1-0.wav,174282,2.588937,5.210563,1,9,6,gun_shot
5762,333,174282-6-2-0.wav,174282,5.210563,8.995904,1,9,6,gun_shot
5763,334,174287-6-0-0.wav,174287,0.169635,1.958517,1,9,6,gun_shot
5764,335,174287-6-1-0.wav,174287,5.227853,7.463956,1,9,6,gun_shot
5765,336,174287-6-2-0.wav,174287,9.869694,11.843632,1,9,6,gun_shot
5766,337,174287-6-3-0.wav,174287,14.881647,16.716793,1,9,6,gun_shot
5767,338,25038-6-0-0.wav,25038,0.073727,1.754709,1,9,6,gun_shot
5768,339,25038-6-1-0.wav,25038,1.754709,3.150612,1,9,6,gun_shot
5769,340,7063-6-0-0.wav,7063,0.971596,2.737551,1,9,6,gun_shot
5770,341,87562-6-0-0.wav,87562,0,3.044845,1,9,6,gun_shot
5771,342,157207-6-0-0.wav,157207,0.165287,3.093233,1,10,6,gun_shot
5772,343,157207-6-1-0.wav,157207,3.376583,6.576073,1,10,6,gun_shot
5773,344,157207-6-10-0.wav,157207,18.830944,20.802585,1,10,6,gun_shot
5774,345,157207-6-2-0.wav,157207,8.335201,9.504019,1,10,6,gun_shot
5775,346,157207-6-3-0.wav,157207,9.504019,10.401293,1,10,6,gun_shot
5776,347,157207-6-4-0.wav,157207,10.401293,11.345791,1,10,6,gun_shot
5777,348,157207-6-5-0.wav,157207,11.345791,13.423689,1,10,6,gun_shot
5778,349,157207-6-6-0.wav,157207,13.423689,14.686956,1,10,6,gun_shot
5779,350,157207-6-7-0.wav,157207,14.686956,15.702292,1,10,6,gun_shot
5780,351,157207-6-8-0.wav,157207,15.702292,16.74124,1,10,6,gun_shot
5781,352,157207-6-9-0.wav,157207,16.74124,18.830944,1,10,6,gun_shot
5782,353,157800-6-0-0.wav,157800,0,1.149388,1,10,6,gun_shot
5783,354,159709-6-0-0.wav,159709,0,1.92,1,10,6,gun_shot
5784,355,164646-6-0-0.wav,164646,0.02888,0.81557,1,10,6,gun_shot
5785,356,169261-6-0-0.wav,169261,0.571057,2.23122,1,10,6,gun_shot
5786,357,174289-6-0-0.wav,174289,0.675822,2.896379,1,10,6,gun_shot
5787,358,174289-6-1-0.wav,174289,5.728394,8.07768,1,10,6,gun_shot
5788,359,174289-6-2-0.wav,174289,10.378692,12.840614,1,10,6,gun_shot
5789,360,174289-6-3-0.wav,174289,15.3669,17.603549,1,10,6,gun_shot
5790,361,174292-6-0-0.wav,174292,0,2.929375,1,10,6,gun_shot
5791,362,174292-6-1-0.wav,174292,4.249521,7.140352,1,10,6,gun_shot
5792,363,174292-6-2-0.wav,174292,10.079363,13.567632,1,10,6,gun_shot
5793,364,200460-6-0-0.wav,200460,1.282736,3.181186,1,10,6,gun_shot
5794,365,200460-6-1-0.wav,200460,3.181186,4.987279,1,10,6,gun_shot
5795,366,200460-6-2-0.wav,200460,4.987279,5.849278,1,10,6,gun_shot
5796,367,200460-6-3-0.wav,200460,5.849278,7.096097,1,10,6,gun_shot
5797,368,200460-6-4-0.wav,200460,7.096097,7.952965,1,10,6,gun_shot
5798,369,200460-6-5-0.wav,200460,7.952965,9.040726,1,10,6,gun_shot
5799,370,205013-6-0-0.wav,205013,0,1.497188,1,10,6,gun_shot
5800,371,25037-6-0-0.wav,25037,0.031984,1.365476,2,10,6,gun_shot
5801,372,25037-6-1-0.wav,25037,1.377778,2.703889,2,10,6,gun_shot
5802,373,7062-6-0-0.wav,7062,0.978754,2.345351,1,10,6,gun_shot
5803,0,103074-7-0-0.wav,103074,3.341279,7.341279,1,1,7,jackhammer
5804,1,103074-7-0-1.wav,103074,3.841279,7.841279,1,1,7,jackhammer
5805,2,103074-7-0-2.wav,103074,4.341279,8.341279,1,1,7,jackhammer
5806,3,103074-7-1-0.wav,103074,22.517317,26.517317,1,1,7,jackhammer
5807,4,103074-7-1-1.wav,103074,23.017317,27.017317,1,1,7,jackhammer
5808,5,103074-7-1-2.wav,103074,23.517317,27.517317,1,1,7,jackhammer
5809,6,103074-7-1-3.wav,103074,24.017317,28.017317,1,1,7,jackhammer
5810,7,103074-7-1-4.wav,103074,24.517317,28.517317,1,1,7,jackhammer
5811,8,103074-7-1-5.wav,103074,25.017317,29.017317,1,1,7,jackhammer
5812,9,103074-7-1-6.wav,103074,25.517317,29.517317,1,1,7,jackhammer
5813,10,103074-7-2-0.wav,103074,42.347083,43.727176,1,1,7,jackhammer
5814,11,103074-7-3-0.wav,103074,46.632637,50.632637,1,1,7,jackhammer
5815,12,103074-7-3-1.wav,103074,47.132637,51.132637,1,1,7,jackhammer
5816,13,103074-7-3-2.wav,103074,47.632637,51.632637,1,1,7,jackhammer
5817,14,103074-7-3-3.wav,103074,48.132637,52.132637,1,1,7,jackhammer
5818,15,103074-7-4-0.wav,103074,60.651482,64.651482,1,1,7,jackhammer
5819,16,103074-7-4-1.wav,103074,61.151482,65.151482,1,1,7,jackhammer
5820,17,103074-7-4-2.wav,103074,61.651482,65.651482,1,1,7,jackhammer
5821,18,103074-7-4-3.wav,103074,62.151482,66.151482,1,1,7,jackhammer
5822,19,103074-7-4-4.wav,103074,62.651482,66.651482,1,1,7,jackhammer
5823,20,103074-7-4-5.wav,103074,63.151482,67.151482,1,1,7,jackhammer
5824,21,103074-7-4-6.wav,103074,63.651482,67.651482,1,1,7,jackhammer
5825,22,174276-7-0-0.wav,174276,0.273606,2.633453,1,1,7,jackhammer
5826,23,174276-7-1-0.wav,174276,4.651294,7.113743,1,1,7,jackhammer
5827,24,174276-7-2-0.wav,174276,8.139764,12.139764,1,1,7,jackhammer
5828,25,174276-7-3-0.wav,174276,14.603694,18.603694,1,1,7,jackhammer
5829,26,174276-7-4-0.wav,174276,20.007403,24.007403,1,1,7,jackhammer
5830,27,174276-7-5-0.wav,174276,27.052745,29.925603,1,1,7,jackhammer
5831,28,174276-7-6-0.wav,174276,31.464634,34.508495,1,1,7,jackhammer
5832,29,180937-7-0-0.wav,180937,171.272327,175.272327,1,1,7,jackhammer
5833,30,180937-7-0-1.wav,180937,171.772327,175.772327,1,1,7,jackhammer
5834,31,180937-7-0-2.wav,180937,172.272327,176.272327,1,1,7,jackhammer
5835,32,180937-7-0-4.wav,180937,173.272327,177.272327,1,1,7,jackhammer
5836,33,180937-7-0-5.wav,180937,173.772327,177.772327,1,1,7,jackhammer
5837,34,180937-7-0-6.wav,180937,174.272327,178.272327,1,1,7,jackhammer
5838,35,180937-7-1-0.wav,180937,193.415715,197.415715,1,1,7,jackhammer
5839,36,180937-7-1-1.wav,180937,193.915715,197.915715,1,1,7,jackhammer
5840,37,180937-7-1-10.wav,180937,198.415715,202.415715,1,1,7,jackhammer
5841,38,180937-7-1-11.wav,180937,198.915715,202.915715,1,1,7,jackhammer
5842,39,180937-7-1-12.wav,180937,199.415715,203.415715,1,1,7,jackhammer
5843,40,180937-7-1-13.wav,180937,199.915715,203.915715,1,1,7,jackhammer
5844,41,180937-7-1-14.wav,180937,200.415715,204.415715,1,1,7,jackhammer
5845,42,180937-7-1-15.wav,180937,200.915715,204.915715,1,1,7,jackhammer
5846,43,180937-7-1-2.wav,180937,194.415715,198.415715,1,1,7,jackhammer
5847,44,180937-7-1-3.wav,180937,194.915715,198.915715,1,1,7,jackhammer
5848,45,180937-7-1-4.wav,180937,195.415715,199.415715,1,1,7,jackhammer
5849,46,180937-7-1-5.wav,180937,195.915715,199.915715,1,1,7,jackhammer
5850,47,180937-7-1-6.wav,180937,196.415715,200.415715,1,1,7,jackhammer
5851,48,180937-7-1-7.wav,180937,196.915715,200.915715,1,1,7,jackhammer
5852,49,180937-7-1-8.wav,180937,197.415715,201.415715,1,1,7,jackhammer
5853,50,180937-7-1-9.wav,180937,197.915715,201.915715,1,1,7,jackhammer
5854,51,180937-7-2-0.wav,180937,252.163479,256.163479,1,1,7,jackhammer
5855,52,180937-7-2-1.wav,180937,252.663479,256.663479,1,1,7,jackhammer
5856,53,180937-7-2-10.wav,180937,257.163479,261.163479,1,1,7,jackhammer
5857,54,180937-7-2-2.wav,180937,253.163479,257.163479,1,1,7,jackhammer
5858,55,180937-7-2-3.wav,180937,253.663479,257.663479,1,1,7,jackhammer
5859,56,180937-7-2-4.wav,180937,254.163479,258.163479,1,1,7,jackhammer
5860,57,180937-7-2-5.wav,180937,254.663479,258.663479,1,1,7,jackhammer
5861,58,180937-7-2-6.wav,180937,255.163479,259.163479,1,1,7,jackhammer
5862,59,180937-7-2-7.wav,180937,255.663479,259.663479,1,1,7,jackhammer
5863,60,180937-7-2-8.wav,180937,256.163479,260.163479,1,1,7,jackhammer
5864,61,180937-7-2-9.wav,180937,256.663479,260.663479,1,1,7,jackhammer
5865,62,180937-7-3-0.wav,180937,304.584561,308.584561,2,1,7,jackhammer
5866,63,180937-7-3-1.wav,180937,305.084561,309.084561,2,1,7,jackhammer
5867,64,180937-7-3-10.wav,180937,309.584561,313.584561,2,1,7,jackhammer
5868,65,180937-7-3-11.wav,180937,310.084561,314.084561,2,1,7,jackhammer
5869,66,180937-7-3-12.wav,180937,310.584561,314.584561,2,1,7,jackhammer
5870,67,180937-7-3-13.wav,180937,311.084561,315.084561,2,1,7,jackhammer
5871,68,180937-7-3-14.wav,180937,311.584561,315.584561,2,1,7,jackhammer
5872,69,180937-7-3-15.wav,180937,312.084561,316.084561,2,1,7,jackhammer
5873,70,180937-7-3-17.wav,180937,313.084561,317.084561,2,1,7,jackhammer
5874,71,180937-7-3-18.wav,180937,313.584561,317.584561,2,1,7,jackhammer
5875,72,180937-7-3-19.wav,180937,314.084561,318.084561,2,1,7,jackhammer
5876,73,180937-7-3-2.wav,180937,305.584561,309.584561,2,1,7,jackhammer
5877,74,180937-7-3-20.wav,180937,314.584561,318.584561,2,1,7,jackhammer
5878,75,180937-7-3-21.wav,180937,315.084561,319.084561,2,1,7,jackhammer
5879,76,180937-7-3-22.wav,180937,315.584561,319.584561,2,1,7,jackhammer
5880,77,180937-7-3-23.wav,180937,316.084561,320.084561,2,1,7,jackhammer
5881,78,180937-7-3-24.wav,180937,316.584561,320.584561,2,1,7,jackhammer
5882,79,180937-7-3-26.wav,180937,317.584561,321.584561,2,1,7,jackhammer
5883,80,180937-7-3-27.wav,180937,318.084561,322.084561,2,1,7,jackhammer
5884,81,180937-7-3-28.wav,180937,318.584561,322.584561,2,1,7,jackhammer
5885,82,180937-7-3-29.wav,180937,319.084561,323.084561,2,1,7,jackhammer
